"ResponseId","UserLanguage","Cry_last","qual_Q","Trigger_cause","Trigger_cause_3_TEXT","Trigger_type","Trigger_type_4_TEXT","Context","context2","context3","intense_tear","intense_time","Zintense_tear","Zintense_time","mood_1","Freq","BACS_1","BACS_2","BACS_3","BACS_4","BACS_5","BACS_6","BACS_7","BACS_8","BACS_9","BACS_10","BACS_11","BACS_12","BACS_13","BACS_14","GES_1","GES_2","GES_3","GES_4","GES_5","TMF_1","TMF_2","TMF_3","TMF_4","TMF_5","TMF_6","ZGES_1","ZGES_2","ZGES_3","ZGES_4","ZGES_5","ZTMF_1","ZTMF_2","ZTMF_3","ZTMF_4","ZTMF_5","ZTMF_6","age","gender","gender_4_TEXT","live","live_6_TEXT","live_time","birth_other","BACS_Help","BACS_social","BACS_Ind","GRE","Cry_intensity","GRE2","TMF","GES"
"R_1pEyYAfGAzCG70B","EN-GB",1,,1,,2,,1,,,2,1,-0.543475436,-0.73869892,2,1.0,2,4,2,2,2,3,4,2,5,2,4,2,2,4,4,4,4,4,1,6,6,6,6,6,6,1.14149975,0.980019119,0.55861097,0.932408372,-1.62254469,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,21,2,,1,,1,,3.571428571,2.25,2.0,0.802237767,-0.641087178,1.044716013,1.1391036531666667,0.9031345527500001
"R_wXFz8zIHjHMVoVr","EN-GB",2,"I was overwhelmed with a negative housing/housemate situation as well as beibg stressed by uni work. I briefly talked to my partner about it which was supportive but then was by myself and felt alone, which was when i was crying.",1,,1,,1,,,3,6,0.332559879,2.850300731,4,6.0,2,1,2,2,5,3,3,5,1,2,2,4,3,2,4,3,4,4,2,6,6,5,4,5,7,1.14149975,-0.347461324,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,0.627886187,-0.069243416,0.616119595,1.31446663,21,2,,1,,1,,1.857142857,4.25,2.333333333,0.577920878,1.591430305,0.6974866852999999,0.7816348475,0.5712644419999999
"R_R2MEEN9oDnLjCHD","EN-GB",2,"I was at home and was feeling quite frustrated and upset because my family were not supporting a major decision in my life that I believed would be better for me. After a difficult conversation on the phone with my mother, I was in tears because I believed that she was not listening to me or believing me. After the fact I was still quite upset and frustrated but the feelings were reduced somewhat and I was able to continue with other daily tasks. There were other people in the house at the time but at the time I was crying I was not comforted. A couple of the girls in the house did offer comfort and support after the fact.",1,,2,,1,,,3,5,0.332559879,2.132500801,3,30.0,3,2,2,2,5,5,2,5,3,2,3,4,3,2,3,3,4,3,2,6,5,5,6,5,6,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.113438722,0.511060475,0.627886187,1.262939687,0.616119595,0.823754551,21,2,,1,,1,,2.428571429,4.75,2.333333333,0.354782436,1.23253034,0.4520343990999999,0.8258665361666667,-0.1087138065
"R_OdpE7qmcTUD4M2l","EN-GB",1,"When I felt stressed about completing last minute assessments",1,,2,,1,,,3,1,0.332559879,-0.73869892,4,4.0,4,4,2,1,2,2,3,4,2,2,4,3,2,3,3,4,3,4,2,6,4,5,5,6,6,-0.251067568,0.980019119,-1.311794299,0.932408372,-0.617737195,1.113438722,-0.065020417,0.627886187,0.596848136,1.285847635,0.823754551,21,2,,1,,1,,3.142857143,2.75,1.666666667,0.374053022,-0.203069521,0.47323204380000006,0.7304591356666666,0.087391406
"R_2X6UCBwU83SUbF2","EN-GB",3,"I was at home. It was in te peak of writing 2 assignments and my honours thesis. I had been feeling lots of independence and growth this year then my sister completely invalidated me. Mum tried to help. Mainly my partner was my support at the time",1,,4,"It was frustration/ sadness/ anger/ disappointment/ stress",3,,4,4,6,1.208595193,2.850300731,5,3.0,3,2,1,2,4,4,2,2,2,1,1,3,1,2,3,3,4,3,2,3,3,4,3,3,4,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-0.005727582,-0.735334967,-0.723336485,-0.157669608,21,2,,1,,1,,1.857142857,3.25,1.333333333,-0.368660865,2.029447962,-0.3437532321,-0.5004461825,-0.1087138065
"R_2uyuD10BqaAuDoq","EN-GB",1,"The last time I cried was in bed last night with my boyfriend. I had told him I really wanted him to come to an event with me and told him that it meant a lot to me. I started to cry because he said he didn't want to come. I got upset because he didn't think about my feelings. He quickly realised how much it meant to me after I started crying and said he was sorry and that if it meant that much to me he would come. I stopped crying but still felt upset.",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,2,7.0,4,4,2,5,5,5,4,5,5,4,5,4,2,4,4,4,4,4,2,6,6,5,7,6,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,0.627886187,1.929031239,1.285847635,1.31446663,21,2,,1,,1,,4.285714286,4.75,3.0,0.941146618,0.155830444,1.0970349991,1.2263019633333334,0.9031345527500001
"R_1FJkmurkGPmhjUB","EN-GB",2,"I have emetophobia (fear of vomiting) and I felt very nauseous and then started to panic and then was so frustrated with myself for panicking because I had been to therapy for it and clearly wasnâ€™t better. I was in bed with my girlfriend and she comforted me until I fell asleep. In the morning I felt quite low and anxious still.",1,,2,,2,1,4,3,2,0.332559879,-0.02089899,3,2.0,4,2,2,2,4,4,3,4,3,2,2,4,2,4,4,4,4,4,3,4,4,5,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,0.823754551,21,2,,1,,1,,2.857142857,4.0,2.0,0.588848913,0.155830444,0.6090267741,0.41295492166666664,0.9031345527500001
"R_2arhkWbzj5etWWq","EN-GB",3,"The experience was caused because an event triggered me into remembering something traumatic that happened to a family member. I still feel frustrated and angry that it happened, and because it had caused friction and upset in our relationship when I was younger. I had just gotten home after going shopping. I had been feeling a bit uneasy and angry before it happened (probably just having a stressful day) and a bit tired after. I was alone but I texted my friend (about something irrelevant) and felt comforted after she replied.",2,,2,,1,,,1,2,-1.41951075,-0.02089899,3,1.0,2,2,2,1,4,4,2,4,2,2,2,3,3,2,4,4,3,4,3,6,6,4,5,5,7,1.14149975,0.980019119,-1.311794299,0.932408372,0.3870703,1.113438722,1.087141367,-0.005727582,0.596848136,0.616119595,1.31446663,21,2,,1,,8,,2.0,3.75,2.0,0.622862737,-0.72020487,0.6464419809999999,0.7870478113333332,0.4355332355
"R_ujO6zqsElfEAD05","EN-GB",3,"At home, my sister and dad were making jokes out of how I never contribute to household chores. Given it was halfway through my semester at uni, work was really stressful and going through changes and I was PMSing at the time, I got upset and cried since I was actually trying my hardest to work. My dad came and apologised after a while. It was really awkward the next day though.",1,,4,"Stress/overwhealmed by expectations",1,,,3,3,0.332559879,0.69690094,5,3.0,3,4,3,1,4,4,4,5,3,3,3,5,3,3,3,3,3,4,3,5,6,5,4,3,3,-0.251067568,-0.347461324,-1.311794299,0.932408372,0.3870703,0.4957901,1.087141367,0.627886187,-0.069243416,-0.723336485,-0.648381688,21,2,,1,,1,,3.285714286,4.5,2.333333333,0.016273777,0.514730409,-0.020805875399999996,0.1283093441666667,-0.24447870475
"R_1NrBFx71wvurpxw","EN-GB",2,"My boyfriend had moved to Wagga Wagga to train for his new job as a pilot and i had just recently gained an internship. So telling him this over the phone made me emotional as I always feel like I never get to personally spend time with him as much as my other friends get with their boyfriends and I feel like this is so unfair but itâ€™s good for his future. This makes me feel so guilty and selfish for wanting him for personal comfort all the time when heâ€™s trying to reach his goals. I was in my room videocaling him and he tried to offer some support over the phone which made me feel better as he assured it was the best for the both of us.",1,,2,,2,1,4,3,1,0.332559879,-0.73869892,3,2.0,5,4,2,2,4,5,4,5,4,4,4,5,2,4,3,3,4,4,4,5,5,5,5,5,5,-0.251067568,-0.347461324,0.55861097,0.932408372,1.391877796,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,0.333042471,21,2,,1,,1,,4.142857143,4.75,2.0,0.496828655,-0.203069521,0.40732374139999994,0.5301244940000001,0.2231226125
"R_1E4FMxNtXaMq7N9","EN-GB",4,,1,,2,,1,,,4,3,1.208595193,0.69690094,4,0.0,3,3,2,1,5,5,3,5,2,4,3,5,2,3,3,4,4,4,2,6,5,6,5,5,6,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,0.511060475,1.261499957,0.596848136,0.616119595,0.823754551,21,2,,1,,1,,3.0,5.0,1.666666667,0.593177739,0.952748067,0.7142692328999999,0.8204535726666666,0.55499272325
"R_W1KGumFZRmvs01j","EN-GB",2,"The last time I had cried was because of the anxiety and stress in regards to my future and my career. The year in general had been stressful and it had affected my performance in my academics which had led to fear of letting my family down and sent me into a downward spiral.",1,,2,,1,,,3,6,0.332559879,2.850300731,3,5.0,4,4,1,2,5,5,2,1,2,4,3,3,2,4,4,4,4,4,2,5,4,4,4,5,5,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,-0.065020417,-0.005727582,-0.069243416,0.616119595,0.333042471,21,2,,1,,9,"Thailand",3.285714286,3.5,1.666666667,0.390887433,1.591430305,0.4917498962,0.21749345850000001,0.9031345527500001
"R_w6IHXZ0K5SLkT2V","EN-GB",3,"It was a few days before thesis was due. Felt anxious because it wasn't going as well as I planned. I was at home, and could talk to my family about it who comforted and encouraged me. I felt slightly more confident after that and was able to think more clearly.",1,,2,,3,1,4,1,1,-1.41951075,-0.73869892,4,4.0,2,1,1,1,1,2,2,1,2,2,2,1,1,2,3,3,3,3,2,5,6,5,5,5,5,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,0.4957901,1.087141367,0.627886187,0.596848136,0.616119595,0.333042471,21,2,,1,,5,"Singapore",1.857142857,1.25,1.0,0.075802742,-1.079104835,0.14515673609999996,0.626137976,-0.57631512375
"R_3L88P5GUlmkHSf6","EN-GB",2,"I was overwhelmed and stressed about uni, and felt lost and uncertain with regard to my future following the completion of my degree. I had a little cry which somewhat helped because it gets the feelings slightly out of your system. Afterwards I felt still negative, but calmer.",3,"stress",4,"overwhelmed",1,,,2,1,-0.543475436,-0.73869892,3,3.0,4,3,1,2,4,5,4,3,4,4,4,3,2,4,4,4,4,4,3,6,6,4,4,6,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,-0.005727582,-0.069243416,1.285847635,0.823754551,21,2,,1,,1,,3.857142857,3.75,1.666666667,0.748619981,-0.641087178,0.7847749488000002,0.7058685461666666,0.9031345527500001
"R_e9HDcVtvaYIqkM1","EN-GB",2,"Having a disagreement with my boyfriend. At his house, felt very upset. Felt exhausted after but relieved once we had resolved our disagreement and he comforted me.",1,,1,,2,1,4,5,3,2.084630508,0.69690094,3,2.0,4,3,1,2,5,5,4,5,4,4,4,2,1,4,4,4,4,4,2,5,5,4,5,4,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,0.511060475,-0.005727582,0.596848136,-0.053608445,0.823754551,21,2,,1,,1,,3.857142857,4.25,1.333333333,0.487538023,1.390765724,0.5980655446,0.3946862058333333,0.9031345527500001
"R_cMAFXwWbMVbY2Od","EN-GB",2,"My boyfriend (de facto partner) is going through a rough time and was very upset over something annoying, by quite minor. When he gets upset we call it his â€œbad placeâ€� and he keeps saying he should hurt himself. I had to keep him away from sharp things and hug him. I love him a lot, but I was very tired and quite ill (chest infection), and as it happens quite frequently recently I just broke down. He helped calm down and said this was the last time. I made him promise he will book an appointment to the GP for the antidepressant he was recommended, and that he will do whatever he needs to to get better. He has an appointment for next week.",2,,2,,2,1,4,3,3,0.332559879,0.69690094,4,3.0,3,2,2,3,5,4,2,5,3,2,2,4,2,2,4,4,4,4,2,5,5,4,6,5,5,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,0.511060475,-0.005727582,1.262939687,0.616119595,0.333042471,21,2,,1,,10,"Israel",2.285714286,4.5,2.333333333,0.564365978,0.514730409,0.6825762957,0.5355374576666667,0.9031345527500001
"R_1ot0IaadFzGP8wJ","EN-GB",2,"I was unsatisfied with the marks of my quizzes and thought pieces.
I was in my bedroom.
I felt despair before crying and felt calm after crying.
I was not helped by others during that time.",1,,2,,1,,4,2,2,-0.543475436,-0.02089899,2,1.0,4,2,2,1,3,4,4,4,3,4,4,2,1,4,3,2,3,2,3,6,6,6,6,5,7,-0.251067568,-1.674941768,-1.311794299,-1.722282979,0.3870703,1.113438722,1.087141367,1.261499957,1.262939687,0.616119595,1.31446663,21,2,,1,,8,"China",3.571428571,3.25,1.333333333,0.189326331,-0.282187213,0.16955193440000002,1.1092676596666666,-1.2400216535
"R_PXUj9IqCteu8zrH","EN-GB",2,"I recently went through a breakup and a lot of stressful events were occurring, it was night time and I was just about to go to bed when I began to think about everything a felt overwhelmed and frustrated. Afterwards I felt anxious but better, though was not comforted",1,,2,,1,1,4,5,6,2.084630508,2.850300731,3,30.0,5,5,2,4,5,5,5,5,5,2,4,4,1,4,3,4,4,4,3,3,2,6,7,2,6,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.739507144,-1.217182201,1.261499957,1.929031239,-1.393064526,0.823754551,21,2,,1,,1,,4.285714286,4.75,2.333333333,0.297415734,2.467465619,0.2884502769,0.11075531266666665,0.55499272325
"R_12tDlpiEYxwOpL4","EN-GB",3,"I was crying because I was stressed about getting a job when I move from Brisbane to Perth, and not having enough money to live.",1,,2,,2,1,4,4,1,1.208595193,-0.73869892,4,5.0,4,3,2,2,5,5,4,5,4,4,4,4,1,4,4,4,4,4,2,6,7,5,4,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.663222259,0.627886187,-0.069243416,0.616119595,0.823754551,21,2,,1,,3,"United Kingdom",3.857142857,4.75,1.666666667,0.70636172,0.234948136,0.8387716109,0.7958629830000001,0.9031345527500001
"R_rqHR6vRvrMOLcKB","EN-GB",3,"I cried because I was super stressed about exams and I was also missing my family.I was at my dorm. I was feeling very tensed, I needed comfort. My mother comforted me when I talked to her over the phone. I felt better afterwards.",3,"stressed about finals and missing home during that time",2,,1,,,2,1,-0.543475436,-0.73869892,2,2.5,3,4,2,4,5,4,1,2,4,3,3,4,2,4,3,3,3,4,3,6,5,6,6,6,6,-0.251067568,-0.347461324,-1.311794299,0.932408372,0.3870703,1.113438722,0.511060475,1.261499957,1.262939687,1.285847635,0.823754551,21,2,,1,,8,,3.142857143,3.75,2.666666667,0.515245137,-0.641087178,0.5280626208000001,1.043090171166667,-0.24447870475
"R_1ILT6glf8KwVUrr","EN-GB",2,"I was stressed out the day because nothing went as planned. So I went to the judo practice to cool of but because of my injury I could not really do anything which was very frustrating. Then when I came home frustrated and angry I found out that someone had eaten my food and this just made it worse. It was multiple things at once which just made me cry. Nobody was home, but I just send some messages and tried to FaceTime my mom but she did not answer but eventually talking about my frustrations even by message helped and then I was just tired of the whole day and of the crying.",1,,4,"Frustration and Anger",1,,4,2,3,-0.543475436,0.69690094,2,3.0,4,4,2,2,3,4,5,3,3,3,3,1,2,4,4,4,4,4,2,4,4,4,3,4,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,-0.005727582,-0.735334967,-0.053608445,1.31446663,21,2,,1,,10,"Netherlands",3.714285714,2.75,2.0,0.302519792,0.076712752,0.3945454908,0.05548611616666669,0.9031345527500001
"R_3sjfolgTJc2gKsB","EN-GB",4,"I had to cry because everything was a bit much, I had spend the whole day at university, trying to study, not talking to many people and all I wanted at the end of the day was to come home and talk to my housemates. However, when I arrived home, no one was there and in my head, everyone was out having fun somewhere. I had to cry a little, just because of this exhaustion. However, I was alright soon after, I think because I phoned a friend or someone came home or something.",1,,2,,1,,,1,1,-1.41951075,-0.73869892,5,0.0,3,2,2,4,4,4,2,3,4,3,2,2,2,3,4,4,4,4,4,5,6,4,4,5,6,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,1.087141367,-0.005727582,-0.069243416,0.616119595,0.823754551,21,2,,1,,10,"Brunei",2.714285714,3.25,2.666666667,0.722931875,-1.079104835,0.6560372826,0.4913057691666667,0.9031345527500001
"R_2zeY8ug5UnSD78x","EN-GB",1,"I was pulled over by the police for speeding and was fined. I was on a road in the middle of nowhere with hardly any cars on it. I felt sick/panicky before I cried, and I felt frustrated and drained after I cried. I wasn't helped by anyone.",1,,2,,2,3,4,2,2,-0.543475436,-0.02089899,4,4.0,4,4,2,4,4,4,4,4,4,2,4,2,2,4,3,4,4,4,3,7,6,7,7,7,7,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,1.731087344,1.087141367,1.895113727,1.929031239,1.955575676,1.31446663,21,2,,1,,1,,3.714285714,3.5,2.666666667,1.13813247,-0.282187213,1.2132386876,1.6520693305,0.55499272325
"R_10TXcGCWmdALhZO","EN-GB",2,"I argued with one of my good friends because she was accusing me for an issue that had nothing to do with her. She yelled to me and put me in the block list saying ""I would never add you back"". I was so disappointed that she's been acting aggressive all time and this time she really hurt me.",1,,3,,2,1,2,5,6,2.084630508,2.850300731,6,3.0,4,4,2,2,3,2,3,3,4,4,4,2,2,4,3,4,4,4,4,5,6,3,5,5,7,-0.251067568,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,1.087141367,-0.639341352,0.596848136,0.616119595,1.31446663,21,2,,1,,7,"China",3.857142857,2.5,2.0,0.64389756,2.467465619,0.5690995369,0.5785040793333334,0.55499272325
"R_cZrfXB89SGb6XC1","TH",1,"à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¹ƒà¸¢à¸«à¹‰à¸­à¸‡à¸™à¹‰à¸³à¸£à¸°à¸«à¸§à¹ˆà¸²à¸‡à¸�à¸¶à¸�à¸‡à¸²à¸™à¸­à¸¢à¸¹à¹ˆ à¹„à¸”à¹‰text à¹€à¸žà¸·à¹ˆà¸­à¸™à¹†à¹€à¸žà¸·à¹ˆà¸­à¸£à¸°à¸šà¸²à¸¢ à¹€à¸žà¸·à¹ˆà¸­à¸™à¹†à¸•à¸­à¸šà¸«à¸¥à¸±à¸‡à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¹€à¸ªà¸£à¹‡à¸ˆ",1,,2,,1,1,,2,2,-0.543475436,-0.02089899,2,2.0,4,4,1,1,1,2,5,2,4,5,4,1,2,4,3,3,4,4,4,4,6,5,5,5,6,-0.251067568,-0.347461324,0.55861097,0.932408372,1.391877796,-0.121858522,1.087141367,0.627886187,0.596848136,0.616119595,0.823754551,21,2,,1,,9,"à¹„à¸—à¸¢",4.285714286,1.5,1.333333333,0.53765996,-0.282187213,0.4522381764,0.6049818856666666,0.2231226125
"R_1OJix8F2vDybv52","EN-GB",3,"My friend had changed plans on me after I got to her house. It was part of a long pattern of her behaviour. We had really important plans and she thought that I would be fine with it. 
I left the house and I was crying all the way home and on the train. I could not stop. A stranger in public did ask if I was okay.",1,,2,,2,2,1,3,6,0.332559879,2.850300731,5,2.0,2,2,3,3,2,5,1,1,4,3,4,5,2,3,3,4,4,4,4,4,4,4,4,4,4,-0.251067568,0.980019119,0.55861097,0.932408372,1.391877796,-0.121858522,-0.065020417,-0.005727582,-0.069243416,-0.053608445,-0.157669608,22,2,,1,,4,"Syria",2.714285714,3.25,2.666666667,0.285338245,1.591430305,0.17468429030000002,-0.078854665,0.55499272325
"R_2AG1GPNbfDLUVOT","EN-GB",1,"I cried because my best friend from high school had a baby this morning and her mother messaged me about it as we are no longer close/don't talk anymore",3,"both",1,,1,,,3,1,0.332559879,-0.73869892,5,10.0,2,2,2,1,4,5,2,5,1,1,2,3,1,2,3,4,4,4,4,5,5,5,5,4,6,-0.251067568,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,0.511060475,0.627886187,0.596848136,-0.053608445,0.823754551,22,2,,1,,1,,1.714285714,4.25,1.333333333,0.601234517,-0.203069521,0.5221701897,0.5002885006666667,0.55499272325
"R_b9LaJu37SYH4zjH","EN-GB",4,"During when writing thesis. I felt frustrated before crying. I was alone in my home. After crying I felt a but better but still frustrated. I did not reach out to anyone.",1,,2,,1,,,4,3,1.208595193,0.69690094,1,0.0,4,1,1,2,5,4,5,5,4,4,1,2,1,5,3,4,4,4,1,3,5,5,6,4,7,-0.251067568,0.980019119,0.55861097,0.932408372,-1.62254469,-0.739507144,0.511060475,0.627886187,1.262939687,-0.053608445,1.31446663,22,2,,1,,4,"South Korea",3.428571429,4.0,1.333333333,0.320060327,0.952748067,0.5143208283,0.4872062316666667,0.55499272325
"R_1jNSRCQM90I2UpH","EN-GB",2,"I was at home feeling very exhausted and unwell. This frightened and frustrated me because I was released from hospital last week and I was scared that my health was deteriorating again. I spoke to my boyfriend on the phone for comfort and he reassured me that I would be ok and that it would take some time for me to recover completely from my illness. This made me feel more relaxed and I stopped crying soon after.",1,,4,"Fear",2,1,4,2,1,-0.543475436,-0.73869892,2,12.0,2,3,2,5,5,5,2,4,1,2,2,4,2,2,4,3,4,3,2,6,6,3,2,4,6,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.113438722,1.087141367,-0.639341352,-1.401426518,-0.053608445,0.823754551,22,2,,1,,1,,2.0,4.5,3.0,0.115448475,-0.641087178,0.18876704170000003,0.15499305416666662,0.239428023
"R_1GNysErpOHJoFbb","EN-GB",2,"The last time I cried I had a small argument with my boyfriend. We were talking in our bedroom when I asked to speak about feeling frustrated in regards to his recent time-management that had led to me feeling like I was less of a priority in regards to his time, leading to me feeling insecure in our relationship. I felt frustrated and insecure before, and upset afterwards. One issue that caused me to cry was because I didn't feel supported whilst we were discussing this. I felt that all I wanted was him to comfort me and tell me there was no reason to be insecure but I felt he just wanted to argue instead. However, when we resolved the issue (probably after about 30 minutes) we did make up and he comforted me with a hug.",1,,1,,2,2,4,2,3,-0.543475436,0.69690094,4,5.5,4,3,2,3,5,5,4,5,4,3,4,2,2,4,3,4,4,4,2,5,4,5,4,6,5,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,-0.065020417,0.627886187,-0.069243416,1.285847635,0.333042471,22,2,,1,,1,,3.714285714,4.25,2.333333333,0.382776024,0.076712752,0.48282734530000004,0.43471709333333336,0.55499272325
"R_2pKLRvB1nCTeBiK","EN-GB",2,"I was stressed about some thing with uni and life and had a panic attack. I was at my partners house. I felt miserable before hand and slightly better after although really exhausted. My partner calmed me down and comforted me.",1,,2,,2,1,4,5,2,2.084630508,-0.02089899,3,8.0,4,4,1,2,5,5,5,5,5,4,5,5,1,4,3,4,4,3,4,6,6,6,6,6,6,-0.251067568,0.980019119,0.55861097,-0.394937304,1.391877796,1.113438722,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,22,2,,1,,1,"-",4.428571429,5.0,1.333333333,0.829011357,1.031865759,0.7727247136000001,1.1391036531666667,0.22315630425
"R_1r02rwGxwGJ3AnN","EN-GB",1,"I got into a fight with my partner and began to cry because I felt overwhelmed and sad. After crying, we talked and he helped me to feel better by comforting me and talking it out",1,,2,,2,1,4,3,2,0.332559879,-0.02089899,3,15.0,3,4,2,5,2,3,3,2,3,3,3,1,3,3,4,4,4,4,3,6,4,5,5,5,5,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,-0.065020417,0.627886187,0.596848136,0.616119595,0.333042471,22,2,,1,,3,,3.142857143,2.0,3.333333333,0.656538473,0.155830444,0.6834852905,0.537052449,0.9031345527500001
"R_21cT5EkSpmKu1eW","EN-GB",1,"I was on my way home from a jog and received a cold message from my (recently) ex-boyfriend. 

How I felt before: fine/good from exercise endorphins. 
During: sad, but it was only briefly tearing up. 
After: Still a little sad but a bit better. 

Wasn't helped by anyone as I was alone.",1,,1,,1,,,2,1,-0.543475436,-0.73869892,3,5.0,4,4,2,1,2,4,2,3,2,3,4,2,2,4,4,4,4,4,3,5,5,4,4,4,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,-0.005727582,-0.069243416,-0.053608445,0.823754551,22,2,,1,,1,,3.285714286,2.75,1.666666667,0.518330381,-0.641087178,0.5314563894000001,0.2836709471666667,0.9031345527500001
"R_2WAwvLVI0uAfGx0","EN-GB",4,"Crying was caused by stress. I was at home. Before crying I felt overwhelmed and frustrated, after crying I felt slightly relieved by still stressed. Not helped by anyone.",1,,2,,1,,,3,2,0.332559879,-0.02089899,3,3.0,4,2,2,2,4,5,4,2,4,4,3,3,2,3,3,4,4,4,2,6,6,6,5,5,7,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,1.31446663,22,2,,1,,1,,3.428571429,3.5,2.0,0.690158919,0.155830444,0.8209485300000001,0.9982524011666666,0.55499272325
"R_DITtDNQtDjtFbbz","EN-GB",2,"I was collecting the washing and decided to go over to my dogs grave and had a bit of a cry there",1,,1,,1,,,3,2,0.332559879,-0.02089899,3,2.0,3,2,1,1,3,2,2,1,4,3,3,2,1,3,4,4,4,4,1,4,4,5,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-1.62254469,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,0.823754551,22,2,,1,,1,,2.857142857,2.0,1.0,0.406156641,0.155830444,0.6090267741,0.41295492166666664,0.9031345527500001
"R_23UyOGSiJjzsOuE","EN-GB",1,"cause: Talking to my partner about my low self esteem and dislike of self
where: sitting on our bed together
felt before: fatigued, tired, self-hating
after: helpless and meaningless
helped: partner provided hugs and encouraging words to show that my self-dislike was not warrented",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,5,20.0,4,3,3,5,4,4,3,5,4,2,2,2,2,4,3,4,4,3,3,5,4,3,6,5,6,-0.251067568,0.980019119,0.55861097,-0.394937304,0.3870703,0.4957901,-0.065020417,-0.639341352,1.262939687,0.616119595,0.823754551,22,2,,1,,1,,3.142857143,3.75,3.333333333,0.343085244,0.155830444,0.3386867381,0.41570702733333337,0.22315630425
"R_3oyxSkA1KEZhhNb","EN-GB",2,"I was at home and experiencing severe pain from my rheumatoid arthritis which was making incredibly hard to move around my house. I was trying to move from the couch to bed but getting up the stairs was painful and slow. My partner tried to show me some support however he was cooking dinner so was unable to divert his attention from that for too long. Once I got into bed and found a relatively okay position the pain was less noticeable so I felt less hopeless.",1,,2,,2,2,4,2,2,-0.543475436,-0.02089899,3,4.0,2,4,2,4,2,3,4,2,3,1,3,2,1,4,4,4,4,4,3,5,5,4,4,4,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,-0.005727582,-0.069243416,-0.053608445,0.823754551,22,2,,1,,1,,3.0,2.25,2.333333333,0.518330381,-0.282187213,0.5314563894000001,0.2836709471666667,0.9031345527500001
"R_1FsV3k3xrPLnate","EN-GB",1,"I was speaking with my mum and sister on my bed. Before crying I felt angry and resentful at my sister for her actions the previous weeks and for not being aware of how much they affected me. When I was crying I was being comforted by my mum. Afterward I felt embarrassed about being so emotive throughout the conversation!",1,,2,,3,1,4,3,2,0.332559879,-0.02089899,5,12.0,3,4,2,3,5,5,2,5,1,2,2,3,2,2,3,4,4,3,1,4,4,5,5,5,6,-0.251067568,0.980019119,0.55861097,-0.394937304,-1.62254469,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,0.823754551,22,2,,1,,1,,2.285714286,4.5,2.333333333,0.158891823,0.155830444,0.3370354747,0.41295492166666664,0.22315630425
"R_245Gnyl6usyycsi","EN-GB",3,"I cried because I don't believe in my capability. I thought that I do not worth my spot here. I thought that I am a loser. But I just help myself out by doing something that makes me happy instead.",1,,2,,1,2,4,3,3,0.332559879,0.69690094,3,,2,2,2,2,2,2,3,4,2,2,3,2,2,3,3,2,3,2,3,4,5,4,5,5,6,-0.251067568,-1.674941768,-1.311794299,-1.722282979,0.3870703,-0.121858522,0.511060475,-0.005727582,0.596848136,0.616119595,0.823754551,22,2,,1,,7,"Malaysia",2.428571429,2.5,2.0,-0.195710878,0.514730409,-0.2539889961,0.4033661088333333,-1.2400216535
